id,left_title,right_title,left_authors,right_authors,left_keywords,right_keywords
85,using edge cases to disentangle fairness and solidarity in ai ethics,"ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox",brusseau j,"pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","artificial intelligence,ethics,fairness,philosophy,solidarity","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox"
86,using edge cases to disentangle fairness and solidarity in ai ethics,improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings,brusseau j,"pessach d,shmueli e","artificial intelligence,ethics,fairness,philosophy,solidarity","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning"
87,using edge cases to disentangle fairness and solidarity in ai ethics,linear versus nonlinear allocation rules in risk sharing under financial fairness,brusseau j,schumacher jm,"artificial intelligence,ethics,fairness,philosophy,solidarity","borch theorem,risk sharing,allocation rules,financial fairness,syndicates"
88,using edge cases to disentangle fairness and solidarity in ai ethics,artificial intelligence in human resources management: challenges and a path forward,brusseau j,"tambe p,cappelli p,yakubovich v","artificial intelligence,ethics,fairness,philosophy,solidarity","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems"
89,using edge cases to disentangle fairness and solidarity in ai ethics,a framework for social fairness â€“ insights from two algorithmic decision â€“ making controversies in the netherlands,brusseau j,"timan t,grommÃ© f","artificial intelligence,ethics,fairness,philosophy,solidarity","ai,fairness,framework,francisca grommÃ©,ssrn,tjerk timan"
90,using edge cases to disentangle fairness and solidarity in ai ethics,artificial intelligence applications for older adults and people with disabilities: balancing safety and autonomy: proceedings of a workshopâ€”in brief,brusseau j,"undefined,ta l,cm c","artificial intelligence,ethics,fairness,philosophy,solidarity","europe pmc,europe pubmed central,orcids,rest apis,abstracts,bioinformatics,biological patents,biomedical journals,biomedical research,citation networks,citation search,clinical guidelines,full text,journal articles,life sciences,literature search,open access,research articles,text mining"
91,using edge cases to disentangle fairness and solidarity in ai ethics,ai ethics in industry: a research framework,brusseau j,"ville v,kai-kristian k,pekka a","artificial intelligence,ethics,fairness,philosophy,solidarity","ai development,ai ethics,accountability,artificial intelligence,research framework,responsibility,transparency"
92,using edge cases to disentangle fairness and solidarity in ai ethics,why fairness cannot be automated: bridging the gap between eu non-discrimination law and ai,brusseau j,"wachter s,mittelstadt b,russell c","artificial intelligence,ethics,fairness,philosophy,solidarity","algorithm,artificial intelligence,bias,demographic parity,discrimination,european union,fairness,law,machine learning,non-discrimination"
93,using edge cases to disentangle fairness and solidarity in ai ethics,user association and resource allocation in full-duplex relay aided noma systems,brusseau j,"wang l,ai y,liu n,fei a","artificial intelligence,ethics,fairness,philosophy,solidarity","full-duplex (fd) relaying,nonorthogonal multiple access (noma),resource allocation"
94,using edge cases to disentangle fairness and solidarity in ai ethics,artificial intelligence and the public sectorâ€”applications and challenges,brusseau j,"wirtz bw,weyerer jc,geyer c","artificial intelligence,ethics,fairness,philosophy,solidarity","ai applications,ai challenges,artificial intelligence,public sector"
95,using edge cases to disentangle fairness and solidarity in ai ethics,the rising tide of artificial intelligence and business automation: developing an ethical framework,brusseau j,"wright sa,schultz ae","artificial intelligence,ethics,fairness,philosophy,solidarity","artificial intelligence,automation,business ethics,social contracts theory,stakeholder theory,work displacement"
96,using edge cases to disentangle fairness and solidarity in ai ethics,achieving causal fairness through generative adversarial networks,brusseau j,"xu d,wu y,yuan s,zhang l,wu x","artificial intelligence,ethics,fairness,philosophy,solidarity","humans and ai: ethical issues in ai,machine learning: adversarial machine learning,machine learning: learning generative models"
97,using edge cases to disentangle fairness and solidarity in ai ethics,algorithmic fairness in computational medicine,brusseau j,"xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","artificial intelligence,ethics,fairness,philosophy,solidarity","algorithmic fairness,computational medicine"
98,using edge cases to disentangle fairness and solidarity in ai ethics,effective exposure amortizing for fair top-k recommendation,brusseau j,"yang t,xu z,ai q","artificial intelligence,ethics,fairness,philosophy,solidarity","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation"
99,using edge cases to disentangle fairness and solidarity in ai ethics,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",brusseau j,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","artificial intelligence,ethics,fairness,philosophy,solidarity","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation"
100,using edge cases to disentangle fairness and solidarity in ai ethics,flexible and adaptive fairness-aware learning in non-stationary data streams,brusseau j,"zhang w,zhang m,zhang j,liu z,...","artificial intelligence,ethics,fairness,philosophy,solidarity","ai fairness,flexible fairness,online classification"
101,using edge cases to disentangle fairness and solidarity in ai ethics,introduction to ai fairness,brusseau j,"zhang y,bellamy r,liao qv,singh m","artificial intelligence,ethics,fairness,philosophy,solidarity","algorithmic fairness,bias,decision support,discrimination-aware machine"
102,using edge cases to disentangle fairness and solidarity in ai ethics,"bias, fairness and accountability with artificial intelligence and machine learning algorithms",brusseau j,"zhou n,zhang z,nair vn,singhal h,chen j","artificial intelligence,ethics,fairness,philosophy,solidarity","ai,ml,algorithm,bias,fairness"
103,using edge cases to disentangle fairness and solidarity in ai ethics,applying differential privacy mechanism in artificial intelligence,brusseau j,"zhu t,yu ps","artificial intelligence,ethics,fairness,philosophy,solidarity","artificial intelligence,differential privacy,federated learning,multi-agent system,reinforcement learning"
104,fairness & friends in the data science era,"artificial intelligence, intersectionality, and the future of public health","catania b,guerrini g,accinelli c","bauer gr,lizotte dj","data-informed automated decision system,diversity,fairness,nondiscrimination,processing pipeline","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice"
105,fairness & friends in the data science era,a sociotechnical view of algorithmic fairness,"catania b,guerrini g,accinelli c","dolata m,feuerriegel s,schwabe g","data-informed automated decision system,diversity,fairness,nondiscrimination,processing pipeline","algorithmic fairness,literature review,problematization,research agenda,sociotechnical perspective,state of the art"
106,fairness & friends in the data science era,ai-enabled radio resource allocation in 5g for urllc and embb users,"catania b,guerrini g,accinelli c","elsayed m,erol-kantarci m","data-informed automated decision system,diversity,fairness,nondiscrimination,processing pipeline","5g mobile communication,delays,quality of service,reliability,resource management,throughput"
107,fairness & friends in the data science era,beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms,"catania b,guerrini g,accinelli c","giovanola b,tiribelli s","data-informed automated decision system,diversity,fairness,nondiscrimination,processing pipeline","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect"
